
RCP4.5_WITH SUPPLEMENTARY EXTENSION SCP45to3PD__MIDYEAR__CONCENTRATIONS____________________________
CONTENT:           CMIP5 RECOMMENDATIONS FOR ANNUAL AVERAGE, GLOBAL MEAN CONCENTRATIONS.
RUN:               RCP45SCP45to3PD, FINAL RELEASE, 30 May 2010
RCP4.5 CONTACT:    MiniCAM group, Allison Thomson (Allison.Thomson@pnl.gov)
DATE:              30/5/2010 01:02:33
MAGICC-VERSION:    6.3.09, 25 November 2009
FILE PRODUCED BY:  RCP Concentration Calculation & Data Group, M. Meinshausen, S. Smith, K. Riahi, D. van Vuuren et al. 
DOCUMENTATION:     M. Meinshausen, S. Smith et al. (2011) "The RCP GHG concentrations and their extension from 1765 to 2300", DOI 10.1007/s10584-011-0156-z, Climatic Change.
CMIP5 INFO:        http://cmip-pcmdi.llnl.gov/cmip5/
RCP DATABASE:      http://www.iiasa.ac.at/web-apps/tnt/RcpDb
FURTHER INFO:      For data sources, aknowledgements and further information, see http://www.pik-potsdam.de/~mmalte/rcps
NOTE:              RCP4.5 starts 2005; 20th century data and earlier is provided for convenience; supplementary extension so that RCP3PD levels reached by 2250.

COLUMN_DESCRIPTION________________________________________
1. CO2EQ            - (For Information only, not CMIP5 recommendation) CO2 equivalence concentrations using CO2 radiative forcing relationship Q = 3.71/ln(2)*ln(C/278), aggregating all (efficacy-adjusted) anthropogenic forcings, including greenhouse gases listed below (i.e. columns 3,4,5 and 8-35), and aerosols, trop. ozone etc. (not listed below).
2. KYOTO-CO2EQ      - (For information only, not CMIP5 recommendation) As column 1, but only aggregating greenhouse gases controlled under the Kyoto Protocol (columns 3,4,5 and 8-19).
3. CO2              - Atmospheric CO2 concentrations
4. CH4              - Atmospheric CH4 concentrations
5. N2O              - Atmospheric N2O concentrations
6. FGASSUMHFC134AEQ - All flourinated gases controlled under the Kyoto Protocol, i.e. HFCs, PFCs, and SF6 (columns 8-19) expressed as HFC134a equivalence concentrations.
7. MHALOSUMCFC12EQ  - All flourinated gases controlled under the Montreal Protocol, i.e. CFCs, HCFCs, Halons, CCl4, CH3Br, CH3Cl (columns 20-35) expressed as CFC-12 equivalence concentrations.
8. - 19.            - Flourinated Gases controlled under the Kyoto Protocol
20. - 35.           - Ozone Depleting Substances controlled under the Montreal Protocol


 &THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS    =          35,
 THISFILE_FIRSTYEAR      =        1765,
 THISFILE_LASTYEAR       =        2500,
 THISFILE_ANNUALSTEPS    =           1,
 THISFILE_FIRSTDATAROW   =          40,
 THISFILE_UNITS          =  SEE ROW 38,
 THISFILE_DATTYPE        =  RCPDAT
/

   COLUMN:                   1                   2                   3                   4                   5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
      2181      0.46050683E+03      0.50903619E+03      0.44294458E+03      0.13999853E+04      0.35584907E+03      0.83024041E+03      0.88678576E+02      0.15796580E+03      0.13485922E+02      0.31851270E+00      0.19189758E+02      0.43598774E+02      0.37317834E+01      0.31869998E+02      0.38228794E+03      0.12301290E+03      0.76932950E-01      0.26753104E+02      0.28742542E+02      0.37933769E+01      0.65482446E+02      0.61286043E+01      0.81644020E+01      0.80675652E+01      0.25640052E-01      0.52068221E-14      0.29619814E-02      0.27926208E-01      0.64639473E-02      0.22489549E-03      0.25344587E-27      0.18551512E+00      0.31365139E-04      0.61849821E+01      0.53802891E+03
      2182      0.45874201E+03      0.50717219E+03      0.44147021E+03      0.13981953E+04      0.35544306E+03      0.83146298E+03      0.87681901E+02      0.15796590E+03      0.13485920E+02      0.31851326E+00      0.19186199E+02      0.43623931E+02      0.37335636E+01      0.31881055E+02      0.38342249E+03      0.12304937E+03      0.76692280E-01      0.26767591E+02      0.28742531E+02      0.36971774E+01      0.64683580E+02      0.60407374E+01      0.81310654E+01      0.80617423E+01      0.24457481E-01      0.42315396E-14      0.27154434E-02      0.26552912E-01      0.60982479E-02      0.21035225E-03      0.17952647E-27      0.18204462E+00      0.29695631E-04      0.61927381E+01      0.53802891E+03
      2183      0.45698385E+03      0.50531428E+03      0.43999875E+03      0.13964178E+04      0.35504075E+03      0.83269189E+03      0.86700184E+02      0.15796600E+03      0.13485919E+02      0.31851383E+00      0.19182700E+02      0.43649577E+02      0.37353818E+01      0.31892437E+02      0.38456115E+03      0.12308666E+03      0.76460199E-01      0.26782400E+02      0.28742519E+02      0.36035691E+01      0.63895982E+02      0.59542973E+01      0.80979294E+01      0.80559349E+01      0.23331594E-01      0.34393114E-14      0.24895548E-02      0.25254702E-01      0.57534375E-02      0.19675842E-03      0.12716623E-27      0.17864559E+00      0.28116369E-04      0.61995331E+01      0.53802891E+03
      2184      0.45523087E+03      0.50346093E+03      0.43852915E+03      0.13946471E+04      0.35464211E+03      0.83392554E+03      0.85733058E+02      0.15796610E+03      0.13485917E+02      0.31851440E+00      0.19179258E+02      0.43675391E+02      0.37372290E+01      0.31904102E+02      0.38570294E+03      0.12312470E+03      0.76236378E-01      0.26797396E+02      0.28742508E+02      0.35124615E+01      0.63119389E+02      0.58692488E+01      0.80649886E+01      0.80501422E+01      0.22259457E-01      0.27956935E-14      0.22825696E-02      0.24023376E-01      0.54283027E-02      0.18405093E-03      0.90077239E-28      0.17531607E+00      0.26622325E-04      0.62058468E+01      0.53802891E+03
      2185      0.45348304E+03      0.50161225E+03      0.43706168E+03      0.13928784E+04      0.35424710E+03      0.83516258E+03      0.84780166E+02      0.15796621E+03      0.13485916E+02      0.31851496E+00      0.19175871E+02      0.43701127E+02      0.37390974E+01      0.31916011E+02      0.38684702E+03      0.12316341E+03      0.76020502E-01      0.26812467E+02      0.28742496E+02      0.34237687E+01      0.62353551E+02      0.57855589E+01      0.80322383E+01      0.80443638E+01      0.21238314E-01      0.22727452E-14      0.20928920E-02      0.22851633E-01      0.51217033E-02      0.17217108E-03      0.63805534E-28      0.17205420E+00      0.25208769E-04      0.62117962E+01      0.53802891E+03
      2186      0.45172825E+03      0.49975588E+03      0.43558783E+03      0.13910542E+04      0.35385570E+03      0.83638522E+03      0.83839605E+02      0.15796631E+03      0.13485914E+02      0.31851553E+00      0.19172508E+02      0.43723433E+02      0.37408901E+01      0.31927702E+02      0.38798210E+03      0.12320179E+03      0.75811411E-01      0.26826219E+02      0.28742485E+02      0.33372905E+01      0.61597066E+02      0.57030690E+01      0.79996234E+01      0.80385898E+01      0.20264118E-01      0.18476766E-14      0.19190021E-02      0.21732093E-01      0.48324629E-02      0.16105849E-03      0.45196170E-28      0.16885328E+00      0.23870336E-04      0.62134424E+01      0.53802891E+03
      2187      0.44996636E+03      0.49789211E+03      0.43410901E+03      0.13891440E+04      0.35346786E+03      0.83758362E+03      0.82910224E+02      0.15796641E+03      0.13485913E+02      0.31851610E+00      0.19169153E+02      0.43740810E+02      0.37425504E+01      0.31938892E+02      0.38910169E+03      0.12323922E+03      0.75608311E-01      0.26837938E+02      0.28742473E+02      0.32528717E+01      0.60849024E+02      0.56216754E+01      0.79671090E+01      0.80328144E+01      0.19333702E-01      0.15020717E-14      0.17595408E-02      0.20658585E-01      0.45595242E-02      0.15065964E-03      0.32014366E-28      0.16570884E+00      0.22602398E-04      0.62114970E+01      0.53802891E+03
      2188      0.44821918E+03      0.49604427E+03      0.43264379E+03      0.13871944E+04      0.35308357E+03      0.83877134E+03      0.81993033E+02      0.15796652E+03      0.13485911E+02      0.31851666E+00      0.19165826E+02      0.43756351E+02      0.37441472E+01      0.31949889E+02      0.39021405E+03      0.12327634E+03      0.75411607E-01      0.26848768E+02      0.28742462E+02      0.31705528E+01      0.60110120E+02      0.55414492E+01      0.79347291E+01      0.80270435E+01      0.18446060E-01      0.12211391E-14      0.16133485E-02      0.19650902E-01      0.43020345E-02      0.14093239E-03      0.22677135E-28      0.16262317E+00      0.21401843E-04      0.62115146E+01      0.53802891E+03
      2189      0.44649941E+03      0.49422586E+03      0.43120269E+03      0.13852387E+04      0.35270278E+03      0.83995834E+03      0.81088618E+02      0.15796662E+03      0.13485910E+02      0.31851723E+00      0.19162543E+02      0.43772110E+02      0.37457328E+01      0.31960927E+02      0.39132542E+03      0.12331365E+03      0.75221565E-01      0.26859524E+02      0.28742450E+02      0.30903478E+01      0.59380850E+02      0.54624393E+01      0.79025102E+01      0.80212821E+01      0.17599922E-01      0.99280985E-15      0.14793461E-02      0.18678365E-01      0.40591660E-02      0.13183594E-03      0.16063178E-28      0.15959769E+00      0.20265518E-04      0.62140787E+01      0.53802891E+03
      2190      0.44481115E+03      0.49244092E+03      0.42978821E+03      0.13833036E+04      0.35232546E+03      0.84115295E+03      0.80197468E+02      0.15796673E+03      0.13485908E+02      0.31851779E+00      0.19159315E+02      0.43789606E+02      0.37473521E+01      0.31972215E+02      0.39244115E+03      0.12335162E+03      0.75038400E-01      0.26870856E+02      0.28742439E+02      0.30122793E+01      0.58661626E+02      0.53846855E+01      0.78704758E+01      0.80155344E+01      0.16793911E-01      0.80724944E-15      0.13565351E-02      0.17737537E-01      0.38301249E-02      0.12333139E-03      0.11378231E-28      0.15663341E+00      0.19190330E-04      0.62191279E+01      0.53802891E+03
      2191      0.44315511E+03      0.49068964E+03      0.42839951E+03      0.13814176E+04      0.35195158E+03      0.84236428E+03      0.79320172E+02      0.15796684E+03      0.13485907E+02      0.31851836E+00      0.19156161E+02      0.43810352E+02      0.37490553E+01      0.31983993E+02      0.39356719E+03      0.12339076E+03      0.74862393E-01      0.26883449E+02      0.28742427E+02      0.29363550E+01      0.57952938E+02      0.53082350E+01      0.78386536E+01      0.80098057E+01      0.16026747E-01      0.65645925E-15      0.12439997E-02      0.16849460E-01      0.36141640E-02      0.11538234E-03      0.80596845E-29      0.15373163E+00      0.18173360E-04      0.62270146E+01      0.53802891E+03
      2192      0.44152216E+03      0.48896212E+03      0.42702804E+03      0.13795793E+04      0.35158111E+03      0.84359235E+03      0.78456529E+02      0.15796695E+03      0.13485905E+02      0.31851892E+00      0.19153078E+02      0.43833991E+02      0.37508451E+01      0.31996278E+02      0.39470383E+03      0.12343113E+03      0.74693395E-01      0.26897249E+02      0.28742416E+02      0.28625181E+01      0.57254704E+02      0.52330734E+01      0.78070460E+01      0.80040966E+01      0.15296579E-01      0.53391243E-15      0.11408774E-02      0.16008475E-01      0.34105347E-02      0.10795244E-03      0.57090168E-29      0.15089129E+00      0.17211459E-04      0.62358349E+01      0.53802891E+03
      2193      0.43989947E+03      0.48724464E+03      0.42566267E+03      0.13777667E+04      0.35121401E+03      0.84483074E+03      0.77605838E+02      0.15796707E+03      0.13485904E+02      0.31851949E+00      0.19150059E+02      0.43859012E+02      0.37526891E+01      0.32008924E+02      0.39584719E+03      0.12347242E+03      0.74530933E-01      0.26911708E+02      0.28742404E+02      0.27906873E+01      0.56566427E+02      0.51591418E+01      0.77756366E+01      0.79984045E+01      0.14601212E-01      0.43429545E-15      0.10463640E-02      0.15209277E-01      0.32185028E-02      0.10100624E-03      0.40439391E-29      0.14810965E+00      0.16301388E-04      0.62436553E+01      0.53802891E+03
      2194      0.43828065E+03      0.48553035E+03      0.42429797E+03      0.13759665E+04      0.35085027E+03      0.84607547E+03      0.76767613E+02      0.15796718E+03      0.13485902E+02      0.31852005E+00      0.19147096E+02      0.43884546E+02      0.37545668E+01      0.32021837E+02      0.39699484E+03      0.12351443E+03      0.74374642E-01      0.26926493E+02      0.28742393E+02      0.27207786E+01      0.55887745E+02      0.50863961E+01      0.77444146E+01      0.79927274E+01      0.13938725E-01      0.35330323E-15      0.95972976E-03      0.14447225E-01      0.30373879E-02      0.94511256E-04      0.28644938E-29      0.14538458E+00      0.15440191E-04      0.62505088E+01      0.53802891E+03
      2195      0.43666440E+03      0.48381802E+03      0.42293309E+03      0.13741730E+04      0.35048984E+03      0.84732494E+03      0.75941539E+02      0.15796730E+03      0.13485901E+02      0.31852062E+00      0.19144188E+02      0.43910269E+02      0.37564696E+01      0.32034976E+02      0.39814578E+03      0.12355709E+03      0.74224272E-01      0.26941468E+02      0.28742381E+02      0.26527048E+01      0.55218432E+02      0.50148073E+01      0.77133750E+01      0.79870649E+01      0.13307434E-01      0.28744490E-15      0.88031151E-03      0.13718258E-01      0.28665589E-02      0.88437660E-04      0.20290426E-29      0.14271452E+00      0.14625160E-04      0.62568771E+01      0.53802891E+03
      2196      0.43505079E+03      0.48210792E+03      0.42156846E+03      0.13723817E+04      0.35013269E+03      0.84857778E+03      0.75127350E+02      0.15796742E+03      0.13485899E+02      0.31852118E+00      0.19141332E+02      0.43935933E+02      0.37583901E+01      0.32048305E+02      0.39929913E+03      0.12360032E+03      0.74079582E-01      0.26956524E+02      0.28742370E+02      0.25864241E+01      0.54558277E+02      0.49443478E+01      0.76825135E+01      0.79814162E+01      0.12705759E-01      0.23388610E-15      0.80750296E-03      0.13042866E-01      0.27054224E-02      0.82757676E-04      0.14372571E-29      0.14009801E+00      0.13853750E-04      0.62628775E+01      0.53802891E+03
      2197      0.43342859E+03      0.48038842E+03      0.42019605E+03      0.13705358E+04      0.34977880E+03      0.84981584E+03      0.74323400E+02      0.15796754E+03      0.13485898E+02      0.31852175E+00      0.19138499E+02      0.43958173E+02      0.37602312E+01      0.32061364E+02      0.40044327E+03      0.12364312E+03      0.73939508E-01      0.26970259E+02      0.28742358E+02      0.25217924E+01      0.53906061E+02      0.48748833E+01      0.76517774E+01      0.79757719E+01      0.12131343E-01      0.19031281E-15      0.74072598E-03      0.12414790E-01      0.25533655E-02      0.77442697E-04      0.10180702E-29      0.13752967E+00      0.13123062E-04      0.62645294E+01      0.53802891E+03
      2198      0.43179807E+03      0.47866018E+03      0.41881756E+03      0.13686057E+04      0.34942814E+03      0.85102911E+03      0.73528681E+02      0.15796766E+03      0.13485896E+02      0.31852231E+00      0.19135669E+02      0.43975487E+02      0.37619370E+01      0.32073874E+02      0.40157152E+03      0.12368488E+03      0.73803343E-01      0.26981957E+02      0.28742347E+02      0.24586734E+01      0.53260997E+02      0.48063263E+01      0.76211336E+01      0.79701259E+01      0.11582352E-01      0.15485351E-15      0.67946372E-03      0.11804575E-01      0.24098374E-02      0.72467371E-04      0.72114237E-30      0.13500589E+00      0.12430600E-04      0.62625514E+01      0.53802891E+03
      2199      0.43018035E+03      0.47694589E+03      0.41745115E+03      0.13666369E+04      0.34908067E+03      0.85223140E+03      0.72744098E+02      0.15796778E+03      0.13485895E+02      0.31852288E+00      0.19132862E+02      0.43990977E+02      0.37635773E+01      0.32086145E+02      0.40269241E+03      0.12372625E+03      0.73671538E-01      0.26992766E+02      0.28742336E+02      0.23970992E+01      0.52623697E+02      0.47387380E+01      0.75906148E+01      0.79644842E+01      0.11058235E-01      0.12600384E-15      0.62327524E-03      0.11210667E-01      0.22743947E-02      0.67811770E-04      0.51081577E-30      0.13252860E+00      0.11774693E-04      0.62625513E+01      0.53802891E+03
      2200      0.42858763E+03      0.47525851E+03      0.41610692E+03      0.13646622E+04      0.34873637E+03      0.85343283E+03      0.71970207E+02      0.15796790E+03      0.13485893E+02      0.31852344E+00      0.19130092E+02      0.44006690E+02      0.37652044E+01      0.32098414E+02      0.40381231E+03      0.12376772E+03      0.73544409E-01      0.27003498E+02      0.28742324E+02      0.23371028E+01      0.51994594E+02      0.46721607E+01      0.75602459E+01      0.79588518E+01      0.10558280E-01      0.10253514E-15      0.57174993E-03      0.10655667E-01      0.21466063E-02      0.63456583E-04      0.36183250E-30      0.13009896E+00      0.11153647E-04      0.62651182E+01      0.53802891E+03
      2201      0.42702366E+03      0.47360172E+03      0.41478715E+03      0.13627077E+04      0.34839520E+03      0.85464187E+03      0.71207426E+02      0.15796802E+03      0.13485892E+02      0.31852400E+00      0.19127373E+02      0.44024144E+02      0.37668633E+01      0.32110890E+02      0.40493672E+03      0.12380976E+03      0.73422219E-01      0.27014803E+02      0.28742313E+02      0.22786865E+01      0.51374054E+02      0.46066286E+01      0.75300494E+01      0.79532328E+01      0.10081712E-01      0.83445352E-16      0.52450772E-03      0.10135638E-01      0.20260591E-02      0.59383380E-04      0.25630133E-30      0.12771784E+00      0.10565796E-04      0.62701971E+01      0.53802891E+03
      2202      0.42548888E+03      0.47197564E+03      0.41349083E+03      0.13608014E+04      0.34805959E+03      0.85583321E+03      0.70456269E+02      0.15796815E+03      0.13485890E+02      0.31852457E+00      0.19124721E+02      0.44044850E+02      0.37686037E+01      0.32123812E+02      0.40603717E+03      0.12385289E+03      0.73305301E-01      0.27027368E+02      0.28742301E+02      0.22218576E+01      0.50762506E+02      0.45421827E+01      0.75000518E+01      0.79476324E+01      0.96278087E-02      0.67918734E-16      0.48119985E-03      0.96470671E-02      0.19123636E-02      0.55574925E-04      0.18154912E-30      0.12538633E+00      0.10009570E-04      0.62781472E+01      0.53802891E+03
      2203      0.42397465E+03      0.47037083E+03      0.41220955E+03      0.13589419E+04      0.34773195E+03      0.85697473E+03      0.69716566E+02      0.15796828E+03      0.13485889E+02      0.31852513E+00      0.19122139E+02      0.44068450E+02      0.37704276E+01      0.32137199E+02      0.40708180E+03      0.12389715E+03      0.73193561E-01      0.27041140E+02      0.28742290E+02      0.21665747E+01      0.50159885E+02      0.44788113E+01      0.74702554E+01      0.79420513E+01      0.91955055E-02      0.55289017E-16      0.44149762E-03      0.91866018E-02      0.18051298E-02      0.52013981E-04      0.12859895E-30      0.12310361E+00      0.94832694E-05      0.62870461E+01      0.53802891E+03
      2204      0.42246881E+03      0.46877414E+03      0.41093261E+03      0.13571077E+04      0.34741224E+03      0.85806467E+03      0.68987687E+02      0.15796841E+03      0.13485887E+02      0.31852569E+00      0.19119617E+02      0.44093439E+02      0.37723026E+01      0.32150906E+02      0.40807138E+03      0.12394226E+03      0.73086590E-01      0.27055574E+02      0.28742278E+02      0.21127622E+01      0.49565761E+02      0.44164649E+01      0.74406445E+01      0.79364868E+01      0.87835302E-02      0.45013294E-16      0.40509435E-03      0.87269950E-02      0.17039745E-02      0.48683720E-04      0.91092098E-31      0.12086748E+00      0.89851435E-05      0.62949405E+01      0.53802891E+03
      2205      0.42096538E+03      0.46717917E+03      0.40965483E+03      0.13552856E+04      0.34710044E+03      0.85910338E+03      0.68269256E+02      0.15796855E+03      0.13485886E+02      0.31852626E+00      0.19117151E+02      0.44118951E+02      0.37742083E+01      0.32164841E+02      0.40900780E+03      0.12398801E+03      0.72984085E-01      0.27070337E+02      0.28742267E+02      0.20603796E+01      0.48979822E+02      0.43551066E+01      0.74112089E+01      0.79309371E+01      0.83907702E-02      0.36651309E-16      0.37171168E-03      0.82921332E-02      0.16085427E-02      0.45568722E-04      0.64524402E-31      0.11867625E+00      0.85135946E-05      0.63018612E+01      0.53802891E+03
